word,value
elaborately,2
freshly,2
firmly,2
indulgently,2
convincingly,2
efficiently,2
colorfully,2
progressively,2
calmly,2
honorably,2
fondly,2
skillfully,2
liberally,2
playfully,2
thoughtfully,2
precisely,2
truthfully,2
purposefully,2
luckily,2
gently,2
comfortably,2
thoroughly,2
eagerly,2
neatly,2
competently,2
promisingly,2
pretty,2
keenly,2
stunningly,2
delicately,2
actively,2
innocently,2
affectionately,2
immensly,2
faithfully,2
capably,2
coherently,2
addictively,2
inventively,2
reflectively,2
helpfully,2
nobly,2
humbly,2
profoundly,2
avidly,2
earnestly,2
smart,2
politely,2
interestingly,2
mystically,2
sentimentally,2
smartly,2
formidably,2
finely,2
handily,2
exceptionaly,2
ethereally,2
quintessentially,2
chivalrously,2
strategically,2
fine,2
electronically,2
artistically,2
morally,2
erotically,2
touchingly,2
forcefully,2
optimistically,2
strong,2
spiritedly,2
sympathetically,2
nostalgically,2
tastefully,2
confidently,2
monumentally,2
heart-wrenchingly,2
nicely,2
safely,2
decisively,2
responsibly,2
proudly,2
understandably,2
mightily,2
authentically,2
uncompromisingly,2
better,2
digitaly,2
quick,2
toll-free,2
clear,2
cleanly,2
universally,1
intuitively,1
astonishingly,1
clean,1
stylistically,1
famously,1
abundantly,1
digitally,1
silently,1
breathlessly,1
naturally,1
comically,1
giddily,1
realisticly,1
carefully,1
crisply,1
innocuously,1
intimately,1
entirly,1
officially,1
believably,1
promptly,1
musically,1
noticeably,1
uniquely,1
logically,1
whimsically,1
readily,1
fittingly,1
classically,1
effectively,1
strikingly,1
preferably,1
first,1
majorly,1
modestly,1
reasonably,1
sufficiently,1
electrically,1
significantly,1
recognizably,1
substantially,1
adequately,1
softly,1
surely,1
intensely,1
solidly,1
immensely,1
solemnly,1
warmly,1
relevantly,1
equitably,1
ably,1
sure,1
properly,1
normally,1
purely,1
persuasively,1
cheaply,1
centrally,1
distinctly,1
consciously,1
plausibly,1
commensurately,1
enough,1
straight-forwardly,1
comparably,1
responsively,1
distinctively,1
quickly,1
sensitively,1
spontaneously,1
willingly,1
decently,1
well,1
expensively,1
shrewdly,1
realy,1
legitimately,1
infinitely,1
speedily,1
easy,1
prominently,1
preciously,1
casually,1
usefully,1
smoothly,1
flush,1
gradually,1
notably,1
greatly,1
steadily,1
automatically,1
quietly,1
credibly,1
satisfactorily,1
flirtatiously,1
unusually,1
rightly,1
globally,1
respectfully,1
quirkily,1
independently,1
hugely,1
real,1
realistically,1
soft,1
large,1
fair,1
uncannily,1
comedically,1
unconventionally,1
scientifically,1
unpredictably,1
usual,1
ready,1
seductively,1
cheerily,1
hypnotically,1
trusty,1
ambitiously,1
nonchalantly,1
securely,1
compactly,1
extra,1
acceptably,1
economically,1
functionally,1
legibly,1
optionally,1
competitively,1
noticeablely,1
attentively,2
streetwise,1
vitally,1
mind-blowingly,2
immaculately,5
skilfully,2
spotlessly,4
merrily,2
beautifuly,4
ornately,2
prettily,2
dynamically,2
sportily,2
charitably,1
diligently,2
straightforwardly,1
temptingly,1
judiciously,2
scenically,4
ceremonially,1
award-winning,5
fascinatingly,5
fun,3
kindly,2
vigorously,2
eloquently,3
just,1
stirringly,2
ethically,1
soundly,1
wryly,1
nimbly,1
rousingly,3
joyfully,4
justly,1
graciously,2
luxuriantly,3
blissfully,4
historically,1
swiftly,1
groundbreakingly,3
deservedly,1
movingly,3
serenely,1
excitedly,3
benignly,1
moderately,1
stupendously,5
soothingly,1
majestically,4
eminently,4
tenaciously,3
harmlessly,1
profitably,1
sustainably,2
thriftily,1
painlessly,1
epically,4
