words,pos,stemmed,type
amply,adverb,n,weaksubj
amuse,verb,y,strongsubj
amusement,adj,n,strongsubj
amusement,noun,n,strongsubj
amusing,adj,n,strongsubj
amusing,anypos,y,strongsubj
amusingly,anypos,y,strongsubj
angel,noun,n,weaksubj
angelic,adj,n,strongsubj
animated,adj,n,weaksubj
apostle,adj,n,strongsubj
apostle,noun,n,strongsubj
apotheosis,adj,n,strongsubj
apotheosis,noun,n,strongsubj
appeal,adj,n,weaksubj
appeal,noun,n,weaksubj
appeal,verb,y,weaksubj
appealing,adj,n,strongsubj
appease,verb,y,weaksubj
applaud,verb,y,strongsubj
appreciable,adj,n,weaksubj
appreciate,verb,y,strongsubj
appreciation,adj,n,strongsubj
appreciation,noun,n,strongsubj
appreciative,anypos,n,strongsubj
appreciatively,anypos,y,strongsubj
appreciativeness,anypos,y,strongsubj
appropriate,adj,n,weaksubj
approval,noun,n,weaksubj
approve,verb,y,weaksubj
apt,adj,n,weaksubj
aptly,adverb,n,weaksubj
aptitude,noun,n,weaksubj
ardent,adj,n,strongsubj
ardently,anypos,n,strongsubj
ardor,noun,n,strongsubj
aristocratic,adj,n,weaksubj
arousal,anypos,y,strongsubj
arouse,verb,y,strongsubj
arousing,anypos,y,strongsubj
arresting,adj,n,strongsubj
articulate,adj,n,strongsubj
ascendant,adj,n,strongsubj
ascendant,noun,n,strongsubj
ascertainable,adj,n,strongsubj
ascertainable,noun,n,strongsubj
aspiration,noun,n,strongsubj
aspirations,adj,n,strongsubj
aspirations,noun,n,strongsubj
aspire,verb,y,strongsubj
assent,verb,y,strongsubj
assertions,adj,n,strongsubj
assertions,noun,n,strongsubj
assertive,adj,n,weaksubj
asset,noun,n,weaksubj
assiduous,adj,n,strongsubj
assiduously,adverb,n,strongsubj
assuage,verb,y,weaksubj
assurance,adj,n,weaksubj
assurance,noun,n,weaksubj
assurances,adj,n,weaksubj
assurances,noun,n,weaksubj
assure,verb,y,strongsubj
assuredly,anypos,n,strongsubj
astonish,verb,y,strongsubj
astonished,adj,n,strongsubj
astonishing,adj,n,strongsubj
astonishing,anypos,y,strongsubj
astonishingly,anypos,n,strongsubj
astonishment,noun,n,strongsubj
astound,verb,y,strongsubj
astounded,adj,n,strongsubj
astounding,adj,n,strongsubj
astounding,anypos,n,strongsubj
astounding,anypos,y,strongsubj
astoundingly,anypos,n,strongsubj
astute,adj,n,strongsubj
astutely,adverb,n,strongsubj
asylum,adj,n,weaksubj
asylum,noun,n,weaksubj
attain,verb,y,weaksubj
attainable,adj,n,weaksubj
attentive,adj,n,strongsubj
attest,verb,y,strongsubj
attraction,adj,n,strongsubj
attraction,noun,n,strongsubj
attractive,adj,n,strongsubj
attractive,noun,n,strongsubj
attractively,anypos,y,strongsubj
attune,adj,n,weaksubj
auspicious,adj,n,strongsubj
authentic,adj,n,weaksubj
authoritative,adj,n,weaksubj
award,adj,n,weaksubj
award,verb,y,weaksubj
autonomous,adj,n,weaksubj
aver,verb,y,strongsubj
avid,adj,n,strongsubj
avidly,anypos,n,strongsubj
awe,noun,n,strongsubj
awe,verb,y,strongsubj
awed,adj,n,strongsubj
awesome,adj,n,strongsubj
awesome,anypos,y,strongsubj
awesomely,anypos,n,strongsubj
awesomeness,noun,n,strongsubj
awestruck,adj,n,strongsubj
back,verb,y,weaksubj
backbone,noun,n,weaksubj
balanced,adj,n,weaksubj
bargain,noun,n,strongsubj
bargain,adj,n,strongsubj
basic,adj,n,weaksubj
bask,verb,y,weaksubj
beacon,noun,n,weaksubj
beatify,verb,y,strongsubj
beauteous,adj,n,strongsubj
beautiful,adj,n,strongsubj
beautiful,anypos,y,strongsubj
beautifully,anypos,n,strongsubj
beautify,verb,y,strongsubj
beauty,noun,n,strongsubj
befit,verb,y,strongsubj
befitting,adj,n,strongsubj
befriend,verb,y,strongsubj
believable,adj,n,strongsubj
beloved,adj,n,strongsubj
benefactor,noun,n,weaksubj
beneficial,adj,n,weaksubj
beneficent,adj,n,strongsubj
beneficial,anypos,y,strongsubj
beneficially,anypos,y,strongsubj
beneficiary,adj,n,strongsubj
beneficiary,noun,n,strongsubj
benefit,adj,n,weaksubj
benefit,noun,n,weaksubj
benefits,adj,n,weaksubj
benefits,noun,n,weaksubj
benevolence,noun,n,strongsubj
benevolent,adj,n,strongsubj
benign,adj,n,weaksubj
best,anypos,y,strongsubj
best-known,adj,n,strongsubj
best-performing,adj,n,strongsubj
best-selling,adj,n,weaksubj
better,adj,n,strongsubj
better,anypos,y,weaksubj
better-known,adj,n,strongsubj
better-than-expected,adj,n,strongsubj
blameless,adj,n,strongsubj
bless,verb,y,strongsubj
blessing,adj,n,strongsubj
blessing,noun,n,strongsubj
bliss,noun,n,strongsubj
blissful,adj,n,strongsubj
blissfully,adverb,n,strongsubj
blithe,adj,n,strongsubj
bloom,verb,y,weaksubj
blossom,verb,y,weaksubj
boast,verb,y,strongsubj
bold,adj,n,strongsubj
boldly,adverb,n,strongsubj
boldness,noun,n,strongsubj
bolster,verb,y,strongsubj
bonny,adj,n,strongsubj
bonus,noun,n,weaksubj
boom,noun,n,weaksubj
booming,adj,n,weaksubj
boost,adj,n,weaksubj
boost,verb,y,weaksubj
boundless,adj,n,strongsubj
bountiful,adj,n,strongsubj
brains,adj,n,strongsubj
brains,noun,n,strongsubj
brainy,adj,n,strongsubj
brave,adj,n,strongsubj
brave,verb,y,strongsubj
bravery,adj,n,strongsubj
bravery,noun,n,strongsubj
breakthrough,adj,n,weaksubj
breakthrough,noun,n,weaksubj
breakthroughs,adj,n,weaksubj
breakthroughs,noun,n,weaksubj
breathlessness,adj,n,strongsubj
breathlessness,noun,n,strongsubj
breathtaking,adj,n,strongsubj
breathtakingly,anypos,n,strongsubj
bright,adj,n,weaksubj
brighten,anypos,y,weaksubj
brightness,noun,n,weaksubj
brilliance,noun,n,weaksubj
brilliant,adj,n,strongsubj
brilliant,anypos,y,strongsubj
brilliantly,anypos,n,strongsubj
brisk,adj,n,weaksubj
broad,adj,n,weaksubj
brook,verb,y,strongsubj
brotherly,adj,n,weaksubj
bull,adj,n,weaksubj
bull,noun,n,weaksubj
bullish,adj,n,weaksubj
bullish,noun,n,weaksubj
buoyant,adj,n,weaksubj
calm,adj,n,weaksubj
calm,verb,y,weaksubj
calming,anypos,y,strongsubj
calmness,noun,n,weaksubj
candid,adj,n,strongsubj
candor,noun,n,strongsubj
capable,adj,n,weaksubj
capability,noun,n,weaksubj
capably,adj,n,weaksubj
capitalize,verb,y,weaksubj
captivate,verb,y,strongsubj
captivating,adj,n,strongsubj
captivation,noun,n,strongsubj
care,verb,y,weaksubj
carefree,adj,n,strongsubj
careful,adj,n,weaksubj
catalyst,adj,n,strongsubj
catalyst,noun,n,strongsubj
catchy,adj,n,strongsubj
celebrate,verb,y,strongsubj
celebrated,adj,n,strongsubj
celebration,noun,n,strongsubj
celebratory,anypos,y,strongsubj
celebrity,noun,n,weaksubj
champion,adj,n,weaksubj
champion,anypos,y,weaksubj
champ,noun,n,weaksubj
champion,noun,n,weaksubj
charismatic,adj,n,strongsubj
charitable,adj,n,weaksubj
charitable,noun,n,weaksubj
charity,noun,n,weaksubj
charm,adj,n,strongsubj
charm,noun,n,strongsubj
charm,verb,y,strongsubj
charming,adj,n,strongsubj
charming,anypos,n,strongsubj
charmingly,adj,n,strongsubj
chaste,adj,n,strongsubj
cheer,noun,n,strongsubj
cheer,verb,y,strongsubj
cheery,adj,n,strongsubj
cheerful,adj,n,strongsubj
cherish,verb,y,strongsubj
cherished,adj,n,strongsubj
cherub,noun,n,strongsubj
chic,adj,n,strongsubj
chivalry,noun,n,strongsubj
chivalrous,adj,n,strongsubj
chum,noun,n,weaksubj
civility,noun,n,strongsubj
civilization,noun,n,weaksubj
civilize,adj,n,weaksubj
civilize,verb,y,weaksubj
civil,adj,n,weaksubj
clarity,adj,n,weaksubj
classic,noun,n,weaksubj
clean,adj,n,weaksubj
cleanliness,noun,n,weaksubj
cleanse,verb,n,weaksubj
clear,anypos,y,weaksubj
clear-cut,adj,n,strongsubj
clearer,adj,n,strongsubj
clearer,noun,n,strongsubj
clearly,anypos,n,strongsubj
clever,adj,n,strongsubj
closeness,adj,n,strongsubj
closeness,noun,n,strongsubj
clout,adj,n,strongsubj
clout,noun,n,strongsubj
co-operation,adj,n,weaksubj
co-operation,noun,n,weaksubj
coax,verb,y,strongsubj
coddle,verb,y,weaksubj
cogent,adj,n,strongsubj
cohesive,adj,n,weaksubj
cohere,verb,y,weaksubj
coherence,adj,n,strongsubj
coherence,noun,n,strongsubj
coherent,adj,n,weaksubj
cohesion,noun,n,weaksubj
cohesive,adj,n,weaksubj
colorful,adj,n,weaksubj
colossal,adj,n,weaksubj
comeback,adj,n,weaksubj
comeback,noun,n,weaksubj
comely,adj,n,strongsubj
comfort,verb,y,weaksubj
comfortable,adj,n,weaksubj
comfortable,noun,n,weaksubj
comfortably,adverb,n,weaksubj
comforting,anypos,n,strongsubj
commend,verb,y,strongsubj
commendable,adj,n,strongsubj
commendably,adverb,n,strongsubj
commensurate,adj,n,weaksubj
commonsense,noun,n,weaksubj
commonsensible,adj,n,weaksubj
commonsensibly,adverb,n,weaksubj
commonsensical,adj,n,weaksubj
commodious,adj,n,weaksubj
commitment,adj,n,weaksubj
commitment,noun,n,weaksubj
compact,adj,n,weaksubj
compassion,noun,n,strongsubj
compassionate,adj,n,strongsubj
compatible,adj,n,weaksubj
compatible,noun,n,weaksubj
compelling,adj,n,strongsubj
compelling,noun,n,strongsubj
compensate,verb,y,strongsubj
competent,adj,n,weaksubj
competence,noun,n,weaksubj
competency,noun,n,weaksubj
competitive,adj,n,weaksubj
competitive,noun,n,weaksubj
competitiveness,anypos,n,weaksubj
complement,noun,n,strongsubj
complement,verb,y,weaksubj
compliant,adj,n,strongsubj
compliant,noun,n,strongsubj
compliment,verb,y,strongsubj
complimentary,anypos,n,strongsubj
comprehensive,adj,n,weaksubj
compromise,adj,n,weaksubj
compromise,noun,n,weaksubj
compromise,verb,y,weaksubj
compromises,adj,n,weaksubj
compromises,noun,n,weaksubj
comrades,adj,n,strongsubj
comrades,noun,n,strongsubj
conceivable,adj,n,strongsubj
conceivable,noun,n,strongsubj
conciliate,verb,y,strongsubj
conciliatory,adj,n,strongsubj
conclusive,adj,n,weaksubj
concrete,adj,n,weaksubj
concur,verb,y,strongsubj
condone,verb,y,strongsubj
conducive,adj,n,weaksubj
conducive,noun,n,weaksubj
confer,verb,y,weaksubj
confidence,adj,n,strongsubj
confidence,noun,n,strongsubj
confident,adj,n,strongsubj
confute,verb,y,strongsubj
congenial,adj,n,strongsubj
congratulate,verb,y,strongsubj
congratulations,adj,n,strongsubj
congratulations,noun,n,strongsubj
congratulatory,anypos,y,strongsubj
conquer,verb,y,weaksubj
conscience,noun,n,weaksubj
conscientious,adj,n,strongsubj
consensus,noun,n,strongsubj
consent,verb,y,strongsubj
considerate,adj,n,strongsubj
consistent,adj,n,weaksubj
console,verb,y,weaksubj
constancy,noun,n,strongsubj
constructive,adj,n,weaksubj
constructive,adj,n,weaksubj
constructive,noun,n,weaksubj
consummate,adj,n,strongsubj
content,adj,n,strongsubj
content,verb,y,weaksubj
contentment,noun,n,strongsubj
continuity,noun,n,weaksubj
contribution,adj,n,weaksubj
contribution,noun,n,weaksubj
convenient,adj,n,weaksubj
convenient,anypos,n,strongsubj
conveniently,anypos,y,strongsubj
conviction,adj,n,weaksubj
conviction,noun,n,weaksubj
convince,verb,y,weaksubj
convincing,adj,n,strongsubj
convincing,noun,n,strongsubj
convincingly,anypos,n,strongsubj
cooperate,verb,y,weaksubj
cooperation,adj,n,weaksubj
cooperation,noun,n,weaksubj
cooperative,adj,n,weaksubj
cooperatively,adverb,n,weaksubj
cordial,adj,n,weaksubj
cornerstone,adj,n,strongsubj
cornerstone,noun,n,strongsubj
correct,adj,n,weaksubj
correct,anypos,y,weaksubj
correctly,anypos,y,strongsubj
cost-effective,adj,n,weaksubj
cost-saving,adj,n,weaksubj
courage,adj,n,strongsubj
courage,noun,n,strongsubj
courageous,adj,n,strongsubj
courageously,anypos,n,strongsubj
courageousness,noun,n,strongsubj
court,verb,y,strongsubj
courteous,adj,n,strongsubj
courtesy,noun,n,strongsubj
courtly,adj,n,strongsubj
covenant,noun,n,weaksubj
cozy,adj,n,strongsubj
crave,verb,y,strongsubj
craving,noun,n,strongsubj
creative,adj,n,strongsubj
credence,adj,n,strongsubj
credence,noun,n,strongsubj
credible,adj,n,strongsubj
crisp,adj,n,weaksubj
crusade,adj,n,strongsubj
crusade,noun,n,strongsubj
crusader,noun,n,strongsubj
cure-all,adj,n,strongsubj
cure-all,noun,n,strongsubj
curious,anypos,y,strongsubj
curiously,anypos,y,strongsubj
cute,adj,n,strongsubj
dance,noun,n,weaksubj
dance,verb,y,weaksubj
dare,verb,y,strongsubj
daring,anypos,n,strongsubj
daringly,anypos,n,strongsubj
darling,anypos,y,strongsubj
dashing,adj,n,strongsubj
dauntless,adj,n,strongsubj
dawn,verb,y,weaksubj
daydream,verb,y,strongsubj
daydreamer,anypos,y,strongsubj
dazzle,verb,y,strongsubj
dazzled,adj,n,strongsubj
dazzling,anypos,n,strongsubj
deal,noun,n,weaksubj
dear,adj,n,strongsubj
decent,adj,n,weaksubj
decency,noun,n,weaksubj
decisive,adj,n,weaksubj
decisiveness,adj,n,weaksubj
decisiveness,noun,n,weaksubj
dedicated,adj,n,strongsubj
defend,verb,y,weaksubj
defender,adj,n,strongsubj
defender,noun,n,strongsubj
deference,noun,n,strongsubj
defense,noun,n,weaksubj
definite,adj,n,weaksubj
definitely,anypos,y,weaksubj
definitive,adj,n,weaksubj
definitive,noun,n,weaksubj
definitively,anypos,n,strongsubj
deflationary,adj,n,weaksubj
deft,adj,n,strongsubj
delectable,adj,n,strongsubj
delicacy,noun,n,weaksubj
delicate,adj,n,weaksubj
delicious,adj,n,strongsubj
delight,noun,n,strongsubj
delight,verb,y,strongsubj
delighted,adj,n,strongsubj
delightful,adj,n,strongsubj
delightful,anypos,n,strongsubj
delightfully,anypos,n,strongsubj
delightfulness,noun,n,strongsubj
democratic,adj,n,weaksubj
demystify,verb,y,strongsubj
dependable,adj,n,weaksubj
deserve,verb,y,strongsubj
deserved,adj,n,strongsubj
deservedly,adverb,n,strongsubj
deserving,adj,n,strongsubj
desirable,adj,n,strongsubj
desire,adj,n,strongsubj
desire,noun,n,strongsubj
desire,verb,y,strongsubj
desirous,anypos,n,strongsubj
destine,verb,y,weaksubj
destined,adj,n,weaksubj
destinies,adj,n,strongsubj
destinies,noun,n,strongsubj
destiny,noun,n,strongsubj
determination,adj,n,strongsubj
determination,noun,n,strongsubj
devote,verb,y,strongsubj
devoted,adj,n,strongsubj
devotee,noun,n,strongsubj
devotion,noun,n,strongsubj
devout,adj,n,weaksubj
dexterity,noun,n,weaksubj
dexterous,adj,n,strongsubj
dexterously,adverb,n,strongsubj
dextrous,adj,n,strongsubj
dig,verb,y,weaksubj
dignified,adj,n,strongsubj
dignify,verb,y,weaksubj
dignity,noun,n,strongsubj
diligence,noun,n,weaksubj
diligent,adj,n,weaksubj
diligently,adverb,n,weaksubj
diplomatic,adj,n,weaksubj
diplomatic,noun,n,weaksubj
discerning,anypos,n,strongsubj
discreet,adj,n,weaksubj
discreet,noun,n,weaksubj
discretion,noun,n,weaksubj
discriminating,adj,n,weaksubj
discriminatingly,adverb,n,weaksubj
distinct,adj,n,weaksubj
distinction,noun,n,weaksubj
distinctive,adj,n,weaksubj
distinctive,adj,n,weaksubj
distinctive,noun,n,weaksubj
distinguish,verb,y,weaksubj
distinguished,adj,n,strongsubj
diversified,adj,n,weaksubj
divine,adj,n,strongsubj
divine,anypos,y,strongsubj
divinely,anypos,n,strongsubj
dodge,adj,n,strongsubj
dodge,noun,n,strongsubj
dote,verb,y,strongsubj
dotingly,adverb,n,strongsubj
doubtless,adverb,n,strongsubj
dream,adj,n,weaksubj
dream,noun,n,weaksubj
dream,verb,y,strongsubj
dreamland,noun,n,strongsubj
dreams,adj,n,weaksubj
dreams,noun,n,weaksubj
dreamy,adj,n,weaksubj
drive,noun,n,weaksubj
driven,adj,n,weaksubj
durable,adj,n,weaksubj
durability,noun,n,weaksubj
dynamic,adj,n,weaksubj
eager,adj,n,strongsubj
eagerly,anypos,n,strongsubj
eagerness,noun,n,strongsubj
earnest,adj,n,strongsubj
earnestly,anypos,n,strongsubj
earnestness,anypos,n,strongsubj
ease,noun,n,weaksubj
ease,verb,y,weaksubj
easier,anypos,y,weaksubj
easiest,anypos,y,weaksubj
easily,anypos,y,weaksubj
easiness,anypos,y,weaksubj
easy,adj,n,weaksubj
easygoing,adj,n,strongsubj
ebullience,noun,n,strongsubj
ebullient,adj,n,strongsubj
ebulliently,anypos,n,strongsubj
eclectic,adj,n,strongsubj
economical,adj,n,weaksubj
ecstasies,noun,n,strongsubj
ecstasy,noun,n,strongsubj
ecstatic,adj,n,strongsubj
ecstatically,anypos,n,strongsubj
edify,verb,y,strongsubj
educable,adj,n,weaksubj
educated,adj,n,weaksubj
educational,adj,n,weaksubj
effective,adj,n,weaksubj
effectiveness,noun,n,weaksubj
effectual,adj,n,weaksubj
efficacious,adj,n,weaksubj
efficiency,noun,n,weaksubj
efficient,adj,n,weaksubj
effortless,adj,n,strongsubj
effortlessly,adverb,n,strongsubj
effusion,noun,n,strongsubj
effusive,adj,n,strongsubj
effusively,anypos,n,strongsubj
effusiveness,noun,n,strongsubj
egalitarian,adj,n,weaksubj
elan,noun,n,strongsubj
elate,verb,y,weaksubj
elated,adj,n,strongsubj
elatedly,adverb,n,strongsubj
elation,noun,n,strongsubj
electrification,adj,n,strongsubj
electrification,noun,n,strongsubj
electrify,verb,y,weaksubj
elegance,noun,n,strongsubj
elegant,adj,n,strongsubj
elegantly,adverb,n,strongsubj
elevate,verb,y,weaksubj
elevated,adj,n,weaksubj
eligible,adj,n,weaksubj
elite,anypos,n,weaksubj
eloquence,noun,n,strongsubj
eloquent,adj,n,strongsubj
eloquently,anypos,n,strongsubj
emancipate,verb,y,weaksubj
embellish,verb,y,strongsubj
embolden,verb,y,weaksubj
embrace,verb,y,strongsubj
eminence,noun,n,strongsubj
eminent,adj,n,strongsubj
empower,verb,y,weaksubj
empowerment,noun,n,weaksubj
enable,verb,y,weaksubj
enchant,verb,y,strongsubj
enchanted,anypos,n,strongsubj
enchanting,anypos,n,strongsubj
enchantingly,anypos,n,strongsubj
encourage,verb,y,weaksubj
encouragement,adj,n,strongsubj
encouragement,noun,n,strongsubj
encouraging,adj,n,strongsubj
encouraging,noun,n,strongsubj
encouragingly,anypos,n,strongsubj
endear,verb,y,strongsubj
endearing,adj,n,strongsubj
endorse,verb,y,strongsubj
endorsement,adj,n,strongsubj
endorsement,noun,n,strongsubj
endorser,noun,n,strongsubj
endurable,adj,n,strongsubj
endure,verb,y,strongsubj
enduring,adj,n,strongsubj
energetic,adj,n,weaksubj
energetic,noun,n,weaksubj
energize,verb,y,weaksubj
engaging,adj,n,strongsubj
engrossing,anypos,n,strongsubj
enhance,verb,y,weaksubj
enhanced,adj,n,weaksubj
enhancement,noun,n,weaksubj
enjoy,verb,y,weaksubj
enjoyable,adj,n,strongsubj
enjoyably,adverb,n,strongsubj
enjoyment,noun,n,strongsubj
enlighten,verb,y,weaksubj
enlightenment,noun,n,weaksubj
enliven,verb,y,weaksubj
ennoble,verb,y,strongsubj
enrapt,adj,n,strongsubj
enrapture,verb,y,weaksubj
enraptured,anypos,y,strongsubj
enrich,verb,y,weaksubj
enrichment,noun,n,weaksubj
ensure,verb,y,weaksubj
enterprising,adj,n,weaksubj
entertain,verb,y,weaksubj
entertaining,adj,n,strongsubj
enthral,verb,y,strongsubj
enthrall,verb,y,strongsubj
enthralled,anypos,y,strongsubj
enthuse,verb,y,strongsubj
enthusiasm,noun,n,strongsubj
enthusiast,noun,n,strongsubj
enthusiastic,adj,n,strongsubj
enthusiastically,adverb,n,strongsubj
entice,verb,y,strongsubj
enticing,anypos,n,strongsubj
enticingly,anypos,n,strongsubj
entrance,verb,y,weaksubj
entranced,anypos,y,strongsubj
entrancing,adj,n,strongsubj
entreat,verb,y,strongsubj
entreatingly,anypos,n,strongsubj
entrust,verb,y,weaksubj
enviable,adj,n,strongsubj
enviably,anypos,n,strongsubj
envision,verb,y,weaksubj
envisions,adj,n,weaksubj
envisions,noun,n,weaksubj
epic,adj,n,strongsubj
epitome,noun,n,strongsubj
equality,adj,n,weaksubj
equality,noun,n,weaksubj
equitable,adj,n,weaksubj
erudite,adj,n,strongsubj
essential,adj,n,weaksubj
especially,anypos,n,strongsubj
esteem,noun,n,strongsubj
esteem,verb,y,strongsubj
established,adj,n,weaksubj
eternity,adj,n,strongsubj
eternity,noun,n,strongsubj
ethical,adj,n,strongsubj
eulogize,verb,y,strongsubj
euphoria,noun,n,strongsubj
euphoric,adj,n,strongsubj
euphorically,anypos,n,strongsubj
even,adverb,n,weaksubj
evenly,adverb,n,weaksubj
eventful,adj,n,weaksubj
everlasting,adj,n,strongsubj
evident,anypos,y,weaksubj
evidently,anypos,y,strongsubj
evocative,adj,n,strongsubj
exalt,adj,n,strongsubj
exalt,verb,y,strongsubj
exaltation,noun,n,strongsubj
exalted,adj,n,strongsubj
exaltedly,adverb,n,strongsubj
exalting,adj,n,strongsubj
exaltingly,anypos,n,strongsubj
exceed,verb,y,strongsubj
exceeding,adj,n,strongsubj
exceedingly,anypos,n,strongsubj
excel,verb,y,strongsubj
excellence,noun,n,strongsubj
excellency,noun,n,strongsubj
excellent,anypos,n,strongsubj
excellently,anypos,n,strongsubj
exceptional,anypos,n,strongsubj
exceptionally,anypos,n,strongsubj
excite,verb,y,weaksubj
excited,adj,n,strongsubj
excitedly,anypos,n,strongsubj
excitedness,noun,n,strongsubj
excitement,noun,n,strongsubj
exciting,adj,n,strongsubj
excitingly,adverb,n,strongsubj
exclusive,adj,n,weaksubj
excusable,adj,n,strongsubj
excusable,noun,n,strongsubj
excuse,verb,y,weaksubj
exemplar,noun,n,strongsubj
exemplary,adj,n,strongsubj
exhaustive,adj,n,weaksubj
exhaustively,adverb,n,weaksubj
exhilarate,verb,y,strongsubj
exhilarating,anypos,n,strongsubj
exhilaratingly,anypos,n,strongsubj
exhilaration,noun,n,strongsubj
exonerate,verb,y,strongsubj
expansive,adj,n,strongsubj
experienced,adj,n,weaksubj
expert,adj,n,weaksubj
expertly,adverb,n,strongsubj
explicit,adj,n,strongsubj
explicitly,adverb,n,strongsubj
expressive,adj,n,weaksubj
exquisite,adj,n,strongsubj
exquisitely,adverb,n,strongsubj
extol,verb,y,strongsubj
extoll,verb,y,strongsubj
extraordinarily,anypos,n,strongsubj
extraordinary,anypos,n,strongsubj
exuberance,noun,n,strongsubj
exuberant,adj,n,strongsubj
exuberantly,anypos,n,strongsubj
exult,verb,y,strongsubj
exultation,noun,n,strongsubj
exultingly,anypos,n,strongsubj
fabulous,adj,n,strongsubj
fabulously,anypos,n,strongsubj
facilitate,verb,y,weaksubj
fair,adj,n,weaksubj
fair,noun,n,weaksubj
fairly,adverb,n,weaksubj
