word,value
clique,-2
clumsiness,-2
cockiness,-2
coercion,-2
collapose,-2
collusion,-2
commiseration,-2
commotion,-2
complaint,-2
complication,-2
compulsion,-2
conceit,-2
condescension,-2
conflict,-2
confusion,-2
congestion,-2
consequence,-2
controversy,-2
costliness,-2
crime,-2
critic,-2
critique,-2
cronie,-2
crony,-2
cruelty,-2
culprit,-2
damage,-2
deadlock,-2
deadweight,-2
decadence,-2
decay,-2
deceit,-2
defeat,-2
deficiency,-2
delusion,-2
depression,-2
derivative,-2
destruction,-2
deviant,-2
disadvantage,-2
disapproval,-2
discrimination,-2
dishonor,-2
displeasure,-2
disruption,-2
dissatisfaction,-2
distortion,-2
distress,-2
dogma,-2
doldrum,-2
doom,-2
drag,-2
dreariness,-2
dump,-2
dunce,-2
elimination,-2
encroachment,-2
ennui,-2
epithet,-2
erosion,-2
error,-2
exaggeration,-2
excess,-2
expense,-2
falsehood,-2
famine,-2
farce,-2
fault,-2
fear,-2
flick,-2
fluff,-2
foolishness,-2
freak,-2
frustration,-2
futility,-2
ghetto,-2
gloom,-2
groan,-2
grudge,-2
guise,-2
gunk,-2
hag,-2
handicap,-2
haziness,-2
headache,-2
helplessness,-2
hindrance,-2
horde,-2
horror,-2
hostility,-2
hustler,-2
hysteria,-2
impatience,-2
impediment,-2
impunity,-2
impurity,-2
inaccuracy,-2
incompatibility,-2
inconsistency,-2
indictment,-2
ineffectiveness,-2
inferiority,-2
injury,-2
insecurity,-2
insolence,-2
insult,-2
lack,-2
liar,-2
lie,-2
lying,-2
limitation,-2
loss,-2
lull,-2
madman,-2
madness,-2
malady,-2
malice,-2
manipulation,-2
mediocrity,-2
melancholy,-2
menace,-2
mess,-2
misadventures,-2
misfortune,-2
mish_(mash),-2
mismanagement,-2
mistake,-2
muddle,-2
mumbo-jumbo,-2
negation,-2
negative,-2
negligence,-2
nuisance,-2
obsession,-2
obstruction,-2
opposition,-2
oppression,-2
outbreak,-2
outcry,-2
pain,-2
panic,-2
perplexity,-2
pervert,-2
pest,-2
plight,-2
pollution,-2
poverty,-2
prejudice,-2
pretense,-2
pretension,-2
problem,-2
prosecution,-2
qualm,-2
quitter,-2
rage,-2
rebuke,-2
redundancy,-2
regression,-2
renunciation,-2
resentment,-2
restriction,-2
revenge,-2
revolution,-2
recession,-2
recklessness,-2
robber,-2
robbery,-2
roughness,-2
ruffian,-2
rupture,-2
scapegoat,-2
scar,-2
scream,-2
segregation,-2
servitude,-2
shame,-2
shock,-2
shortcoming,-2
shortage,-2
shriek,-2
sickness,-2
sin,-2
sloth,-2
slump,-2
snore,-2
snub,-2
sneer,-2
sorrow,-2
spectacle,-2
stain,-2
strain,-2
strife,-2
struggle,-2
stubborness,-2
subjection,-2
subservience,-2
subversion,-2
superstition,-2
suspicion,-2
taint,-2
temptation,-2
tension,-2
theft,-2
thief,-2
thoughtlessness,-2
threat,-2
timidity,-2
toil,-2
trap,-2
trauma,-2
trouble,-2
undependability,-2
unfaithfulness,-2
unhappiness,-2
unwillingness,-2
uproar,-2
vagueness,-2
vexation,-2
vice,-2
victim,-2
villain,-2
violation,-2
violence,-2
viper,-2
volatily,-2
war,-2
waste,-2
wastefulness,-2
wickedness,-2
wound,-2
wrong,-2
masochism,-2
monster,-2
fake,-2
detriment,-2
garbage,-2
unpleasantness,-2
knock-off,-2
mutant,-2
bimbo,-2
mishmash,-2
suffering,-2
swill,-2
plotlessness,-2
bickering,-2
disillusionment,-2
dysfunction,-2
apathy,-2
ill,-2
dullness,-2
abuse,-2
heresy,-2
hype,-2
curmudgeon,-2
distrust,-2
drudgery,-2
troublemaker,-2
harm,-2
gripe,-2
defect,-2
danger,-2
whiplash,-2
crash,-2
embarassment,-2
time-waster,-2
bummer,-2
ineptitude,-2
sluggishness,-2
lard,-2
fanatic,-2
concoction,-2
abrasion,-2
irritant,-2
gawker,-2
disorganization,-2
pretention,-2
vagrant,-2
stink,-2
vulgarity,-2
imposter,-2
indignity,-2
misogyny,-2
porn,-2
conspiracy,-2
laziness,-2
rudeness,-2
transgression,-2
spinster,-2
rot,-2
repression,-2
onslaught,-2
incompatible,-2
inefficiency,-2
insignificance,-2
inability,-2
glut,-2
detraction,-2
delinquency,-2
contamination,-2
battering,-2
ambush,-2
abandonment,-2
weakness,-2
virulence,-2
unreliability,-2
ugliness,-2
trickery,-2
shamefulness,-2
reproach,-2
rancor,-2
pittance,-2
perversity,-2
paucity,-2
oppressiveness,-2
offensiveness,-2
miscreant,-2
meanness,-2
maltreatment,-2
loneliness,-2
licentiousness,-2
lewdness,-2
irrationality,-2
ire,-2
invidiousness,-2
iniquity,-2
insincerity,-2
inhospitality,-2
ingratitude,-2
ingrate,-2
inequities,-2
indecency,-2
inaptitude,-2
impiety,-2
hubris,-2
harassment,-2
fanaticism,-2
failing,-2
embarrassment,-2
downer,-2
doldrums,-2
distaste,-2
disservice,-2
disrepute,-2
dishonesty,-2
deviousness,-2
destroyer,-2
despot,-2
dejection,-2
degradation,-2
degeneration,-2
defamation,-2
deception,-2
deceiver,-2
carnage,-2
divisiveness,-2
brat,-2
bleakness,-2
aspersion,-2
acrimony,-2
acridness,-2
absurdness,-2
absurdity,-2
aberration,-2
weakness,-2
mold,-2
bore,-3
aggression,-3
aggravation,-3
amateur,-3
anarchy,-3
animosity,-3
arrogance,-3
asshole,-3
awfulness,-3
b-movie,-3
backwardness,-3
bafflement,-3
banality,-3
bastard,-3
bewilderment,-3
blackmail,-3
boredom,-3
brutality,-3
burden,-3
butchery,-3
cancer,-3
chore,-3
condemnation,-3
consternation,-3
contempt,-3
contrivance,-3
corrosion,-3
corruption,-3
coward,-3
curse,-3
cynicism,-3
derision,-3
desolation,-3
despair,-3
disappointment,-3
disdain,-3
disgust,-3
dismay,-3
downfall,-3
epidemic,-3
exasperation,-3
exploitation,-3
extermination,-3
fabrication,-3
failure,-3
fiend,-3
filth,-3
flaw,-3
fraud,-3
gall,-3
grievance,-3
grime,-3
guilt,-3
hack,-3
havoc,-3
hell,-3
hooey,-3
hypocrisy,-3
hypocrite,-3
hysteric,-3
idiot,-3
ignorance,-3
immorality,-3
inadequacy,-3
incompetence,-3
indignation,-3
infection,-3
intolerance,-3
junk,-3
knell,-3
killer,-3
letdown,-3
liability,-3
maggot,-3
melodrama,-3
mockery,-3
modicum,-3
monotony,-3
mundane,-3
nightmare,-3
nonsense,-3
obstacle,-3
ordeal,-3
outrage,-3
pandemonium,-3
parasite,-3
pornography,-3
propaganda,-3
quagmire,-3
rebellion,-3
refusal,-3
regret,-3
rejection,-3
ridicule,-3
rubbish,-3
ruin,-3
scandal,-3
scorn,-3
screech,-3
scum,-3
selfishness,-3
severity,-3
sham,-3
schlock,-3
slaughter,-3
slime,-3
spawn,-3
spite,-3
starvation,-3
stigma,-3
stinker,-3
stupidity,-3
stupor,-3
subjugation,-3
sucker,-3
suck,-3
superficiality,-3
tantrum,-3
torment,-3
tragedy,-3
traitor,-3
trash,-3
tyranny,-3
venom,-3
wannabe,-3
wrath,-3
wreck,-3
psycho,-3
scoundrel,-3
demon,-3
woe,-3
rip-off,-3
apocalypse,-3
desperation,-3
closemindedness,-3
depravity,-3
diatribe,-3
scam,-3
perversion,-3
shit,-3
moron,-3
evil,-3
virus,-3
suckiness,-3
wimp,-3
rape,-3
obscenity,-3
devestation,-3
misogynist,-3
bullshit,-3
stench,-3
tirade,-3
pussy,-3
dementia,-3
psychosis,-3
greed,-3
weirdo,-3
hegemony,-3
dictator,-3
deterioration,-3
crisis,-3
zealot,-3
vindictiveness,-3
villian,-3
viciousness,-3
usurper,-3
tyrant,-3
shamelessness,-3
scourge,-3
savagery,-3
repulsiveness,-3
repugnance,-3
reprehension,-3
outrageousness,-3
nastiness,-3
molestation,-3
maniac,-3
lunatic,-3
maliciousness,-3
malevolence,-3
leech,-3
lechery,-3
laughingstock,-3
injustice,-3
insanity,-3
inhumanity,-3
infidel,-3
infamy,-3
indoctrination,-3
incoherence,-3
impudence,-3
humiliation,-3
hopelessness,-3
heretic,-3
hatefulness,-3
harpy,-3
extortion,-3
egomania,-3
downfallen,-3
dismalness,-3
disarray,-3
direness,-3
despondency,-3
denunciation,-3
dehumanization,-3
debauchery,-3
chagrin,-3
belligerence,-3
barbarity,-3
bane,-3
affront,-3
anguish,-4
annihilation,-4
betrayal,-4
cataclysm,-4
crap,-4
disaster,-4
disgrace,-4
hate,-4
hatred,-4
treachery,-4
treason,-4
wretchedness,-4
calamity,-4
crappiness,-4
dreck,-4
misery,-4
rape,-4
revlusion,-4
ruthlessness,-4
terror,-4
terrorism,-4
cannibal,-4
loathing,-4
agony,-4
fuck,-4
dread,-4
atrocity,-4
travesty,-4
devastation,-4
vileness,-4
terribleness,-4
revulsion,-4
pariah,-4
hideousness,-4
dreadfulness,-4
destitution,-4
debacle,-4
abhorrence,-4
abomination,-5
catastrophe,-5
fascist,-5
fiasco,-5
monstrosity,-5
